record_id,week_start_date,week_end_date,zip_code,city,state,county,facility_name,icd10_code,diagnosis_description,admission_count,er_visit_count,avg_length_of_stay,avg_aqi_for_week,data_source,reporting_period,data_classification,hipaa_compliant,certified
HAR-11147,2025-06-11,2025-06-17,66101,Kansas City,KS,Wyandotte,OU Health University Hospital,J22,Acute lower respiratory infection,17,28,4.2,38.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11148,2025-06-11,2025-06-17,66101,Kansas City,KS,Wyandotte,OU Health University Hospital,J44.1,COPD with acute exacerbation,11,44,1.8,55.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11149,2025-06-11,2025-06-17,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",11,27,4.8,66.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11150,2025-06-11,2025-06-17,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,17,31,4.5,22.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11151,2025-06-11,2025-06-17,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,18,32,1.9,52.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11152,2025-06-18,2025-06-24,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,12,32,4.2,73.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11153,2025-06-18,2025-06-24,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,12,40,4.8,39.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11154,2025-06-18,2025-06-24,73101,Oklahoma City,OK,Oklahoma,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,16,36,3.4,31.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11155,2025-06-18,2025-06-24,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J06.9,Acute upper respiratory infection,9,24,1.8,71.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11156,2025-06-18,2025-06-24,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.1,Mild persistent asthma,12,27,3.1,34.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11157,2025-06-18,2025-06-24,73101,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J18.9,"Pneumonia, unspecified",16,28,3.2,57.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11158,2025-06-18,2025-06-24,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J22,Acute lower respiratory infection,13,33,4.0,-1.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11159,2025-06-18,2025-06-24,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.0,Mild intermittent asthma,8,28,3.4,62.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11160,2025-06-18,2025-06-24,73102,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",15,13,3.2,29.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11161,2025-06-18,2025-06-24,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J06.9,Acute upper respiratory infection,12,35,3.3,48.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11162,2025-06-18,2025-06-24,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.0,Mild intermittent asthma,11,42,3.5,58.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11163,2025-06-18,2025-06-24,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,R05,Cough,13,31,3.4,49.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11164,2025-06-18,2025-06-24,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J44.1,COPD with acute exacerbation,19,25,3.1,22.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11165,2025-06-18,2025-06-24,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,R05,Cough,23,28,3.9,59.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11166,2025-06-18,2025-06-24,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J45.2,Moderate persistent asthma,14,13,4.6,82.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11167,2025-06-18,2025-06-24,73103,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J22,Acute lower respiratory infection,15,32,2.3,27.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11168,2025-06-18,2025-06-24,73103,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,R05,Cough,10,27,3.6,34.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11169,2025-06-18,2025-06-24,73103,Oklahoma City,OK,Oklahoma,Mercy Hospital OKC,J45.2,Moderate persistent asthma,22,24,3.4,34.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11170,2025-06-18,2025-06-24,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,R05,Cough,16,35,4.3,52.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11171,2025-06-18,2025-06-24,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J22,Acute lower respiratory infection,8,34,3.4,27.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11172,2025-06-18,2025-06-24,74101,Tulsa,OK,Tulsa,Mercy Hospital OKC,J18.9,"Pneumonia, unspecified",15,48,2.4,46.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11173,2025-06-18,2025-06-24,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,17,50,3.0,56.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11174,2025-06-18,2025-06-24,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J18.9,"Pneumonia, unspecified",8,6,3.5,41.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11175,2025-06-18,2025-06-24,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,R05,Cough,12,61,3.0,48.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11176,2025-06-18,2025-06-24,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J45.2,Moderate persistent asthma,19,35,3.7,34.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11177,2025-06-18,2025-06-24,74102,Tulsa,OK,Tulsa,OU Health University Hospital,J44.1,COPD with acute exacerbation,17,32,2.3,56.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11178,2025-06-18,2025-06-24,74102,Tulsa,OK,Tulsa,OU Health University Hospital,R05,Cough,11,40,3.1,42.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11179,2025-06-18,2025-06-24,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J18.9,"Pneumonia, unspecified",15,44,1.9,25.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11180,2025-06-18,2025-06-24,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,12,25,2.4,46.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11181,2025-06-18,2025-06-24,74102,Tulsa,OK,Tulsa,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,11,38,2.4,61.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11182,2025-06-18,2025-06-24,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J22,Acute lower respiratory infection,17,22,2.1,43.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11183,2025-06-18,2025-06-24,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,12,45,3.3,29.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11184,2025-06-18,2025-06-24,67201,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,15,29,2.4,52.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11185,2025-06-18,2025-06-24,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J06.9,Acute upper respiratory infection,24,22,2.8,66.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11186,2025-06-18,2025-06-24,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.1,Mild persistent asthma,11,23,4.1,48.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11187,2025-06-18,2025-06-24,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.0,Mild intermittent asthma,12,34,4.1,60.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11188,2025-06-18,2025-06-24,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J44.1,COPD with acute exacerbation,14,42,3.4,25.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11189,2025-06-18,2025-06-24,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,12,31,4.2,43.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11190,2025-06-18,2025-06-24,67202,Wichita,KS,Sedgwick,St. Francis Hospital Tulsa,J45.2,Moderate persistent asthma,14,43,2.7,44.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11191,2025-06-18,2025-06-24,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J45.1,Mild persistent asthma,12,36,5.8,43.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11192,2025-06-18,2025-06-24,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J18.9,"Pneumonia, unspecified",16,28,2.6,42.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11193,2025-06-18,2025-06-24,67202,Wichita,KS,Sedgwick,University of Kansas Health System,J45.2,Moderate persistent asthma,14,34,1.0,34.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11194,2025-06-18,2025-06-24,66101,Kansas City,KS,Wyandotte,OU Health University Hospital,J18.9,"Pneumonia, unspecified",12,37,3.2,55.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11195,2025-06-18,2025-06-24,66101,Kansas City,KS,Wyandotte,OU Health University Hospital,J45.0,Mild intermittent asthma,16,29,4.1,42.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11196,2025-06-18,2025-06-24,66101,Kansas City,KS,Wyandotte,OU Health University Hospital,J22,Acute lower respiratory infection,10,25,2.6,51.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11197,2025-06-18,2025-06-24,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,R05,Cough,9,43,4.2,36.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11198,2025-06-18,2025-06-24,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J44.1,COPD with acute exacerbation,8,31,3.4,37.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11199,2025-06-18,2025-06-24,66101,Kansas City,KS,Wyandotte,University of Kansas Health System,J18.9,"Pneumonia, unspecified",21,24,2.3,64.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11200,2025-06-25,2025-07-01,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,10,27,2.5,35.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11201,2025-06-25,2025-07-01,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,10,46,4.2,28.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11202,2025-06-25,2025-07-01,73101,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,9,39,2.3,27.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11203,2025-06-25,2025-07-01,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,R05,Cough,11,33,3.1,45.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11204,2025-06-25,2025-07-01,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J06.9,Acute upper respiratory infection,15,24,3.1,46.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11205,2025-06-25,2025-07-01,73101,Oklahoma City,OK,Oklahoma,St. Francis Hospital Tulsa,J45.0,Mild intermittent asthma,21,13,3.5,24.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11206,2025-06-25,2025-07-01,73102,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J45.1,Mild persistent asthma,19,32,3.2,35.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11207,2025-06-25,2025-07-01,73102,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,16,35,2.9,47.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11208,2025-06-25,2025-07-01,73102,Oklahoma City,OK,Oklahoma,Wesley Medical Center Wichita,J18.9,"Pneumonia, unspecified",11,40,3.3,45.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11209,2025-06-25,2025-07-01,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J06.9,Acute upper respiratory infection,19,36,3.7,68.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11210,2025-06-25,2025-07-01,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.0,Mild intermittent asthma,11,32,3.4,35.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11211,2025-06-25,2025-07-01,73102,Oklahoma City,OK,Oklahoma,OU Health University Hospital,R05,Cough,19,28,2.6,47.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11212,2025-06-25,2025-07-01,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.2,Moderate persistent asthma,18,30,2.8,39.7,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11213,2025-06-25,2025-07-01,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J45.1,Mild persistent asthma,6,24,3.9,58.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11214,2025-06-25,2025-07-01,73103,Oklahoma City,OK,Oklahoma,OU Health University Hospital,J18.9,"Pneumonia, unspecified",12,45,3.9,50.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11215,2025-06-25,2025-07-01,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J45.0,Mild intermittent asthma,19,41,1.3,17.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11216,2025-06-25,2025-07-01,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J06.9,Acute upper respiratory infection,6,35,3.8,13.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11217,2025-06-25,2025-07-01,73103,Oklahoma City,OK,Oklahoma,University of Kansas Health System,J45.1,Mild persistent asthma,11,28,4.0,29.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11218,2025-06-25,2025-07-01,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J45.2,Moderate persistent asthma,8,35,3.7,48.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11219,2025-06-25,2025-07-01,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,16,35,3.7,52.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11220,2025-06-25,2025-07-01,74101,Tulsa,OK,Tulsa,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,13,23,1.6,22.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11221,2025-06-25,2025-07-01,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,9,30,3.7,43.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11222,2025-06-25,2025-07-01,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,9,39,2.7,66.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11223,2025-06-25,2025-07-01,74101,Tulsa,OK,Tulsa,Ascension Via Christi Wichita,R05,Cough,16,19,3.1,48.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11224,2025-06-25,2025-07-01,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.2,Moderate persistent asthma,16,21,2.8,82.6,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11225,2025-06-25,2025-07-01,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,R05,Cough,11,38,2.6,12.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11226,2025-06-25,2025-07-01,74102,Tulsa,OK,Tulsa,Mercy Hospital OKC,J45.0,Mild intermittent asthma,19,29,5.6,66.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11227,2025-06-25,2025-07-01,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J45.1,Mild persistent asthma,15,34,4.3,52.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11228,2025-06-25,2025-07-01,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J44.1,COPD with acute exacerbation,11,42,3.5,23.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11229,2025-06-25,2025-07-01,74102,Tulsa,OK,Tulsa,University of Kansas Health System,J45.0,Mild intermittent asthma,14,27,3.3,70.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11230,2025-06-25,2025-07-01,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J18.9,"Pneumonia, unspecified",17,41,3.0,38.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11231,2025-06-25,2025-07-01,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J45.2,Moderate persistent asthma,18,31,4.7,59.1,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11232,2025-06-25,2025-07-01,67201,Wichita,KS,Sedgwick,University of Kansas Health System,J45.1,Mild persistent asthma,17,35,2.4,15.9,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11233,2025-06-25,2025-07-01,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,R05,Cough,11,32,3.8,20.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11234,2025-06-25,2025-07-01,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,11,28,4.2,18.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11235,2025-06-25,2025-07-01,67201,Wichita,KS,Sedgwick,Ascension Via Christi Wichita,J44.1,COPD with acute exacerbation,20,24,4.0,52.3,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11236,2025-06-25,2025-07-01,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J44.1,COPD with acute exacerbation,14,32,3.3,32.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11237,2025-06-25,2025-07-01,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J45.0,Mild intermittent asthma,18,36,4.4,35.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11238,2025-06-25,2025-07-01,67202,Wichita,KS,Sedgwick,Wesley Medical Center Wichita,J06.9,Acute upper respiratory infection,9,22,4.9,30.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11239,2025-06-25,2025-07-01,67202,Wichita,KS,Sedgwick,OU Health University Hospital,J44.1,COPD with acute exacerbation,13,30,2.8,28.5,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11240,2025-06-25,2025-07-01,67202,Wichita,KS,Sedgwick,OU Health University Hospital,J18.9,"Pneumonia, unspecified",19,29,3.6,26.4,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11241,2025-06-25,2025-07-01,67202,Wichita,KS,Sedgwick,OU Health University Hospital,J45.1,Mild persistent asthma,14,26,3.2,38.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11242,2025-06-25,2025-07-01,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,R05,Cough,11,37,3.3,56.2,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11243,2025-06-25,2025-07-01,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J22,Acute lower respiratory infection,17,24,3.3,49.0,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
HAR-11244,2025-06-25,2025-07-01,66101,Kansas City,KS,Wyandotte,Ascension Via Christi Wichita,J45.2,Moderate persistent asthma,10,43,1.7,36.8,Regional Health Information Exchange,Weekly,Aggregated — No PHI,Yes,Yes
